"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"lksbanut  ","P",05/30/2019 8:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.0020,<-3> [SBL] (CSM) ,0.0090,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,11.02,<0>  ,
"lksbanut  ","P",06/24/2019 10:00,0,1,2         ,1         ,"",0.0080,<0>  ,0.02,<0>  ,0.0020,<-4> [SBL] ,"",<-4> [SCB] ,0.132,<0>  ,24.97,<0>  ,
"lksbanut  ","P",06/24/2019 12:00,0,1,2         ,1         ,"",0.0040,<0>  ,0.016,<0>  ,0.0020,<-4> [SBL] ,"",<-4> [SCB] ,0.123,<0>  ,26.51,<0>  ,
"lksbanut  ","P",06/24/2019 14:00,0,1,2         ,1         ,"",0.0070,<0>  ,0.013,<0>  ,0.0020,<-4> [SBL] ,"",<-4> [SCB] ,0.13,<0>  ,29.56,<0>  ,
"lksbanut  ","P",06/24/2019 16:00,0,1,2         ,1         ,"",0.0050,<0>  ,0.011,<0>  ,0.0020,<-4> [SBL] ,"",<-4> [SCB] ,0.123,<0>  ,28.2,<0>  ,
"lksbanut  ","P",06/24/2019 18:00,0,1,2         ,1         ,"",0.0040,<0>  ,0.01,<0>  ,0.0020,<-4> [SBL] ,"",<-4> [SCB] ,0.118,<0>  ,27.79,<0>  ,
"lksbanut  ","P",06/24/2019 20:00,0,1,2         ,1         ,"",0.0070,<0>  ,0.012,<0>  ,0.0020,<-4> [SBL] ,"",<-4> [SCB] ,0.117,<0>  ,29.55,<0>  ,
"lksbanut  ","P",06/24/2019 22:00,0,1,2         ,1         ,"",0.0050,<0>  ,0.0020,<0>  ,0.0020,<-4> [SBL] ,"",<-4> [SCB] ,0.115,<0>  ,26.96,<0>  ,
"lksbanut  ","P",06/25/2019 0:00,0,1,2         ,1         ,"",0.0050,<0>  ,0.044,<0>  ,0.0020,<0>  ,0.119,<0>  ,0.121,<0>  ,27.97,<0>  ,
"lksbanut  ","P",06/25/2019 2:00,0,1,2         ,1         ,"",0.0050,<0>  ,0.022,<0>  ,0.0020,<0>  ,0.131,<0>  ,0.133,<0>  ,27.89,<0>  ,
"lksbanut  ","P",06/25/2019 4:00,0,1,2         ,1         ,"",0.032,<0>  ,0.027,<0>  ,0.0020,<0>  ,0.144,<0>  ,0.146,<0>  ,26.95,<0>  ,
"lksbanut  ","P",06/25/2019 6:00,0,1,2         ,1         ,"",0.0050,<0>  ,0.027,<0>  ,0.0020,<0>  ,0.142,<0>  ,0.144,<0>  ,27.87,<0>  ,
"lksbanut  ","P",06/25/2019 8:00,0,1,2         ,1         ,"",0.0040,<0>  ,0.0050,<0>  ,0.0020,<0>  ,0.151,<0>  ,0.153,<0>  ,28.64,<0>  ,
"lksbanut  ","P",06/25/2019 12:17,0,1,1         ,1         ,"",0.0050,<0>  ,0.021,<0>  ,0.0030,<0>  ,0.187,<0>  ,0.19,<0>  ,28.55,<0>  ,
"lksbanut  ","P",06/25/2019 12:19,0,1,1         ,2         ,"",0.0050,<0>  ,0.019,<0>  ,0.0020,<0>  ,0.173,<0>  ,0.175,<0>  ,28.08,<0>  ,
"lksbanut  ","P",07/29/2019 12:00,0,1,2         ,1         ,"",0.0060,<0>  ,0.023,<0>  ,0.013,<0>  ,0.251,<0>  ,0.264,<0>  ,31.07,<0>  ,
"lksbanut  ","P",07/29/2019 14:00,0,1,2         ,1         ,"",0.0060,<0>  ,0.01,<0>  ,0.015,<0>  ,0.284,<0>  ,0.299,<0>  ,31.21,<0>  ,
"lksbanut  ","P",07/29/2019 16:00,0,1,2         ,1         ,"",0.0060,<0>  ,0.0080,<0>  ,0.013,<0>  ,0.25,<0>  ,0.263,<0>  ,31.44,<0>  ,
"lksbanut  ","P",07/29/2019 18:00,0,1,2         ,1         ,"",0.0080,<0>  ,0.0050,<0>  ,0.015,<0>  ,0.277,<0>  ,0.292,<0>  ,34.41,<0>  ,
"lksbanut  ","P",07/29/2019 20:00,0,1,2         ,1         ,"",0.0060,<0>  ,0.0070,<0>  ,0.012,<0>  ,0.247,<0>  ,0.259,<0>  ,36.13,<0>  ,
"lksbanut  ","P",07/29/2019 22:00,0,1,2         ,1         ,"",0.0060,<0>  ,0.0070,<0>  ,0.013,<0>  ,0.248,<0>  ,0.261,<0>  ,34.83,<0>  ,
"lksbanut  ","P",07/30/2019 0:00,0,1,2         ,1         ,"",0.0060,<0>  ,0.0080,<0>  ,0.011,<0>  ,0.235,<0>  ,0.246,<0>  ,33.15,<0>  ,
"lksbanut  ","P",07/30/2019 2:00,0,1,2         ,1         ,"",0.0060,<0>  ,0.0090,<0>  ,0.012,<0>  ,0.247,<0>  ,0.259,<0>  ,36.5,<0>  ,
"lksbanut  ","P",07/30/2019 4:00,0,1,2         ,1         ,"",0.0080,<0>  ,0.012,<0>  ,0.013,<0>  ,0.264,<0>  ,0.277,<0>  ,32.42,<0>  ,
"lksbanut  ","P",07/30/2019 6:00,0,1,2         ,1         ,"",0.0060,<0>  ,0.017,<0>  ,0.013,<0>  ,0.276,<0>  ,0.289,<0>  ,30.64,<0>  ,
"lksbanut  ","P",07/30/2019 8:00,0,1,2         ,1         ,"",0.0070,<0>  ,0.017,<0>  ,0.013,<0>  ,0.279,<0>  ,0.292,<0>  ,28.57,<0>  ,
"lksbanut  ","P",07/30/2019 10:00,0,1,2         ,1         ,"",0.0070,<0>  ,0.013,<0>  ,0.012,<0>  ,0.254,<0>  ,0.266,<0>  ,33.09,<0>  ,
"lksbanut  ","P",07/30/2019 12:45,0,1,1         ,1         ,"",0.0080,<0>  ,0.012,<0>  ,0.013,<0>  ,0.266,<0>  ,0.279,<0>  ,25.38,<0>  ,
"lksbanut  ","P",07/30/2019 12:46,0,1,1         ,2         ,"",0.0090,<0>  ,0.01,<0>  ,0.012,<0>  ,0.254,<0>  ,0.266,<0>  ,25.37,<0>  ,
"lksbanut  ","P",09/02/2019 10:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.03,<1> (CHB) ,0.0040,<0>  ,0.216,<0>  ,0.22,<0>  ,20.88,<0>  ,
"lksbanut  ","P",09/02/2019 12:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.016,<1> (CHB) ,0.0040,<0>  ,0.197,<0>  ,0.201,<0>  ,23.26,<0>  ,
"lksbanut  ","P",09/02/2019 14:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.012,<1> (CHB) ,0.0040,<0>  ,0.191,<0>  ,0.195,<0>  ,23.77,<0>  ,
"lksbanut  ","P",09/02/2019 16:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.014,<1> (CHB) ,0.0040,<0>  ,0.159,<0>  ,0.163,<0>  ,19.48,<0>  ,
"lksbanut  ","P",09/02/2019 18:00,0,1,2         ,1         ,"",0.0020,<1> (CHB) ,0.014,<1> (CHB) ,0.0040,<0>  ,0.163,<0>  ,0.167,<0>  ,19.03,<0>  ,
"lksbanut  ","P",09/02/2019 20:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.013,<1> (CHB) ,0.0040,<0>  ,0.154,<0>  ,0.158,<0>  ,20.64,<0>  ,
"lksbanut  ","P",09/02/2019 22:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.013,<1> (CHB) ,0.0040,<0>  ,0.163,<0>  ,0.167,<0>  ,17.8,<0>  ,
"lksbanut  ","P",09/03/2019 0:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.015,<1> (CHB) ,0.0040,<0>  ,0.155,<0>  ,0.159,<0>  ,19.51,<0>  ,
"lksbanut  ","P",09/03/2019 2:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.01,<1> (CHB) ,0.0040,<0>  ,0.145,<0>  ,0.149,<0>  ,22.63,<0>  ,
"lksbanut  ","P",09/03/2019 4:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.012,<1> (CHB) ,0.0040,<0>  ,0.144,<0>  ,0.148,<0>  ,20.97,<0>  ,
"lksbanut  ","P",09/03/2019 6:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.014,<1> (CHB) ,0.0040,<0>  ,0.157,<0>  ,0.161,<0>  ,21.8,<0>  ,
"lksbanut  ","P",09/03/2019 8:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.02,<1> (CHB) ,0.0040,<0>  ,0.151,<0>  ,0.155,<0>  ,24.38,<0>  ,
"lksbanut  ","P",09/04/2019 10:33,0,1,1         ,1         ,"",0.0020,<1> [SBL] (CHB) ,0.019,<1> (CHB) ,0.0040,<0>  ,0.175,<0>  ,0.179,<0>  ,15.39,<0>  ,
"lksbanut  ","P",09/04/2019 10:34,0,1,1         ,2         ,"",0.0020,<1> [SBL] (CHB) ,0.01,<1> (CHB) ,0.0040,<0>  ,0.171,<0>  ,0.175,<0>  ,11.96,<0>  ,
"lksbanut  ","P",09/23/2019 12:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0070,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,20.55,<0>  ,
"lksbanut  ","P",09/23/2019 14:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0060,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,20.77,<0>  ,
"lksbanut  ","P",09/23/2019 16:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0070,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,21.04,<0>  ,
"lksbanut  ","P",09/23/2019 18:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0070,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,18.4,<0>  ,
"lksbanut  ","P",09/23/2019 20:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0070,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,21.63,<0>  ,
"lksbanut  ","P",09/23/2019 22:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0070,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,17.77,<0>  ,
"lksbanut  ","P",09/24/2019 0:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0060,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,19.27,<0>  ,
"lksbanut  ","P",09/24/2019 2:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0050,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,17.87,<0>  ,
"lksbanut  ","P",09/24/2019 4:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0050,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,18.85,<0>  ,
"lksbanut  ","P",09/24/2019 6:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0050,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,19.51,<0>  ,
"lksbanut  ","P",09/24/2019 8:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0060,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,21.38,<0>  ,
"lksbanut  ","P",09/24/2019 9:25,0,1,1         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0050,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,19.94,<0>  ,
"lksbanut  ","P",09/24/2019 9:26,0,1,1         ,2         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0030,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,19.03,<0>  ,
"lksbanut  ","P",09/24/2019 10:00,0,1,2         ,1         ,"",0.0020,<1> [SBL] (CHB) ,"",<-2> [GDM] (CSM) ,0.0050,<1> (CHB) ,"",<-2> [GCM] ,"",<-2> [GDM] (CSM) ,22.62,<0>  ,

